Location Name,Region,Identifier,Latitude,Longitude,RAOB Date,RAOB Time (UTC),RAOB Cycle,Obs 250mb (kt),GFS (kt),GFS Delta,ECMWF (kt),ECMWF Delta,CMC (kt),CMC Delta,ICON (kt),ICON Delta,RAOB Source,Status,Note
MINFENG,CN,51839,37.0667,82.7167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HAMI,CN,52203,42.8167,93.5167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
EJIN QI,CN,52267,41.95,101.0667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MAZONG SHAN,CN,52323,41.8,97.0333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DUNHUANG,CN,52418,40.15,94.6833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
JIUQUAN,CN,52533,39.7667,98.4833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MINQIN,CN,52681,38.6333,103.0833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
GOLMUD,CN,52818,36.4167,94.9,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DOULAN,CN,52836,36.3,98.1,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
XINING (52866-0),CN,52866,36.65,101.7167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
YU ZHONG,CN,52983,35.8667,104.15,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HOHHOT,CN,53463,40.85,111.5667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
LINHE,CN,53513,40.7333,107.3667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DONGSHENG,CN,53543,39.8333,109.9833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
YINCHUAN,CN,53614,38.4667,106.2,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TAIYUAN (53772-0),CN,53772,37.6167,112.5833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
YAN AN,CN,53845,36.5667,109.45,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
PINGLIANG,CN,53915,35.5333,106.6667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
XILIN HOT,CN,54102,43.95,116.1167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TONGLIAO,CN,54135,43.66,122.35,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
CHANGCHUN,CN,54161,43.9,125.2167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
CHIFENG (54218-0),CN,54218,42.3,118.8333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
YANJI,CN,54292,42.8667,129.5,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SHENYANG,CN,54340,41.543,123.61,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
LINJIANG,CN,54374,41.8,126.8833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BEIJING,CN,54511,39.9333,116.2833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DALIAN,CN,54662,38.9,121.6333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
ZHANGQIU,CN,54727,36.65,117.5,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
QINGDAO,CN,54857,36.0667,120.3333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
NAGQU,CN,55299,31.4833,92.0667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
LHASA,CN,55591,29.6667,91.1333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
YUSHU (56029-0),CN,56029,0.0033,96.9667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DARLAG,CN,56046,33.75,99.65,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HEZUO,CN,56080,0.0035,102.9,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
QAMDO (56137-0),CN,56137,31.15,97.1667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
WENJIANG (56187-0),CN,56187,30.75,103.8667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
YIBIN,CN,56492,28.7667,104.6,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
XICHANG,CN,56571,27.9,102.2667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
LIJING,CN,56651,26.8333,100.2167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
WEINING,CN,56691,26.8667,104.2833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TENGCHONG,CN,56739,24.9844,98.5056,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
KUNMING,CN,56778,25.0167,102.6833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SIMAO,CN,56964,22.8161,100.9911,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MENGZI,CN,56985,23.4444,103.3278,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
ZHENGZHOU,CN,57083,34.7167,113.65,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HANZHONG,CN,57127,33.0667,107.0333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
JINGHE (57131-0),CN,57131,34.4333,108.9667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
NANYANG,CN,57178,33.1,112.4833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
ANKANG,CN,57245,32.7167,109.0333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
YICHANG,CN,57461,30.7333,111.3667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
WUHAN,CN,57494,30.6,114.05,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
CHONGQING (57516-0),CN,57516,29.5833,106.4667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
XUAN' EN,CN,57541,29.99,109.47,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
CHANGSHA (57687-0),CN,57687,28.1167,112.7833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
GUIYANG (57816-0),CN,57816,26.5833,106.7333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
GUILIN,CN,57957,25.3333,110.3,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
CHENZHOU,CN,57972,25.7353,112.9739,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
XUZHOU,CN,58027,34.2833,117.15,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SHEYANG,CN,58150,33.75,120.3,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
FUYANG,CN,58203,32.8667,115.7333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
NANJING,CN,58238,31.9333,118.9,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SHANGHAI (BAOSHAN),CN,58362,31.4167,121.45,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
ANQING,CN,58424,30.6167,116.9667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HANGZHOU,CN,58457,30.2333,120.1667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
NANCHANG,CN,58606,28.6,115.9167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
QU XIAN,CN,58633,28.9667,118.8667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HONGJIA,CN,58665,28.6167,121.4167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SHAOWU,CN,58725,27.3333,117.5111,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
FUZHOU,CN,58847,26.0833,119.2833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HECHI,CN,59023,24.7,108.0333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
XIAMEN,CN,59134,24.4833,118.0833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BAISE,CN,59211,23.9,106.6,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
WUZHOU,CN,59265,23.4833,111.3,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
QINGYUAN (59280-0),CN,59280,23.7167,113.0833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
HEYUAN,CN,59293,23.78,114.77,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SHANTOU (59316-0),CN,59316,23.4,116.6833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
XISHA DAO,-,59981,16.8333,112.3333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
"SHEARWATER UA, NS",KZ,73110,44.6319,63.5052,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
LHOKSEUMAWE/MALIKUSSALEH,ID,96009,5.2287,96.9475,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BANDA ACEH/BLANG BINTANG,ID,96011,5.5224,95.4168,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MEULABOH/CUT NYAK DHIEN,ID,96015,4.25,96.1167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
KUALANAMU MEDAN,ID,96035,3.6403,98.8786,2/4/2026,0:00,00Z,12,8,-4,,,14,2,13,1,UWYO,OK,Exact 250 mb level.
SIBOLGA/PINANGSORI,ID,96073,1.5533,98.8833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
GUNUNG SITOLI/BINAKA,ID,96075,1.1649,97.7036,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TANJUNG PINANG/KIJANG,ID,96091,0.9186,104.53,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
PEKAN BARU/SIMPANGTIGA,ID,96109,0.4667,101.45,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TAREMPA,ID,96145,3.2149,106.2198,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
RANAI,ID,96147,3.912,108.3935,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MIA PADANG,ID,96163,-0.7936,100.2891,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
RENGAT/JAPURA,ID,96171,-0.3493,102.3339,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SINGKEP/DABO,ID,96179,-0.4789,104.5777,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
JAMBI/SULTAN TAHA,ID,96195,-1.6333,103.65,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
PALEMBANG/ST. M. BADARUDIN II,ID,96221,-2.9,104.7,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
PANGKAL PINANG,ID,96237,-2.1667,106.1333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TANJUNG PANDAN/BULUH TUMBANG,ID,96249,-2.75,107.75,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BENGKULU/PADANG KEMILING,ID,96253,-3.8833,102.3333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BRUNEI AIRPORT,BN,96315,4.9333,114.9333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
KUALA BELAIT,BN,96323,4.583,114.2,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
KUCHING,MY,96413,1.4903,110.3525,2/4/2026,0:00,00Z,31,26,-5,,,32,1,30,-1,UWYO,OK,Exact 250 mb level.
BINTULU,MY,96441,3.12,113.0246,2/4/2026,0:00,00Z,21,30,9,,,23,2,23,2,UWYO,OK,Exact 250 mb level.
KOTA KINABALU,MY,96471,5.9333,116.05,2/4/2026,0:00,00Z,49,43,-6,,,45,-4,43,-6,UWYO,OK,Exact 250 mb level.
TAWAU,MY,96481,4.2667,117.8833,2/4/2026,0:00,00Z,37,44,7,,,42,5,41,4,UWYO,OK,Exact 250 mb level.
TARAKAN/JUWATA,ID,96509,3.3333,117.5667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
PALOH,ID,96535,1.7667,109.3,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
PUTUSSIBAU/PAGSUMA,ID,96565,0.8833,112.9333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
PONTIANAK/SUPADIO,ID,96581,-0.15,109.4,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BALIKPAPAN/SEPINGGAN,ID,96633,-1.2625,116.8947,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
PANGKALAN BUN/ISKANDAR,ID,96645,-2.7,111.7,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
PALANGKA RAYA/TJILIK RIWUT,ID,96655,-2.2281,113.9462,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BANJARMASIN/SYAMSUDIN NOOR,ID,96685,-3.4387,114.7524,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SERANG,ID,96737,-6.1167,106.1333,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
CURUG/BUDIARTO,ID,96739,-6.2333,106.65,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
JAKARTA/SOEKARNO-HATTA,ID,96749,-6.1221,106.6547,2/4/2026,0:00,00Z,8,13,5,,,10,2,11,3,UWYO,OK,Exact 250 mb level.
CIREBON/JATIWANGI,ID,96791,-6.75,108.2667,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TEGAL,ID,96797,-6.85,109.15,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
CILACAP,ID,96805,-7.7333,109.0167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SEMARANG/AHMAD YANI,ID,96839,-6.9833,110.3833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SANGKAPURA (BAWEAN IS.),ID,96925,-5.851,112.6577,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
JUANDA SURABAYA,ID,96935,-7.3726,112.7799,2/4/2026,0:00,00Z,14,16,2,,,12,-2,13,-1,UWYO,OK,Exact 250 mb level.
KALIANGET (MADURA IS),ID,96973,-7.0413,113.9159,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BANYUWANGI,ID,96987,-8.2152,114.3553,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
COCOS ISLAND AERO,CC,96996,-12.1892,96.8344,2/4/2026,0:00,00Z,13,15,2,,,12,-1,10,-3,UWYO,OK,Exact 250 mb level.
MENADO/ SAM RATULANGI,ID,97014,1.546,124.9228,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TOLI-TOLI/LALOS,ID,97028,1.1213,120.7943,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
GORONTALO/JALALUDDIN,ID,97048,0.6391,122.8512,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
PALU/MUTIARA,ID,97072,-0.9163,119.9054,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
LUWUK/BUBUNG,ID,97086,-1.0405,122.7709,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
POSO/KASIGUNCU,ID,97096,-1.4202,120.6571,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MAJENE,ID,97120,-3.5,119,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
UJUNG PANDANG/HASANUDDIN,ID,97180,-5.071,119.5522,2/4/2026,0:00,00Z,30,11,-19,,,22,-8,16,-14,UWYO,OK,Exact 250 mb level.
BAU-BAU/BETO AMBARI,ID,97192,-5.4879,122.5709,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DENPASAR/NGURAH RAI,ID,97230,-8.7499,115.1766,2/4/2026,0:00,00Z,15,12,-3,,,16,1,16,1,UWYO,OK,Exact 250 mb level.
PRAYA LOMBOK,ID,97240,-8.55,116.0833,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SUMBAWA BESAR/BRANGBIJI,ID,97260,-8.488,117.4135,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
BIMA/M.SALAHUDDIN,ID,97270,-8.5425,118.693,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MAUMERE/WAI OTI,ID,97300,-8.6358,122.2374,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
WAINGAPU/MAU HAU,ID,97340,-9.6697,120.2997,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
KUPANG/ELTARI,ID,97372,-10.1676,123.6701,2/4/2026,0:00,00Z,20,22,2,,,20,0,22,2,UWYO,OK,Exact 250 mb level.
TERNATE/BABULLAH,ID,97430,0.829,127.3813,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
LABUHA/OESMAN SADIK,ID,97460,-0.6333,127.5,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
DEO SORONG,ID,97502,-0.8911,131.2858,2/4/2026,0:00,00Z,28,28,0,,,31,3,28,0,UWYO,OK,Exact 250 mb level.
BIAK/FRANS KAISIEPO,ID,97560,-1.1833,136.1167,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SANANA,ID,97600,-2.0702,125.979,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
WAMENA,ID,97686,-4.0958,138.9502,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
JAYAPURA/SENTANI,ID,97690,-2.576,140.5184,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
AMBON/PATTIMURA,ID,97724,-3.7111,128.0854,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
GESER,ID,97748,-3.8868,130.8955,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
TUAL/DUMATUBUN,ID,97810,-5.6637,132.7361,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
SAUMLAKI/OLILIT,ID,97900,-7.9833,131.3,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
MERAUKE/MOPAH,ID,97980,-8.5202,140.4157,,,,,,,,,,,,,UWYO,NO_RAOB_250,No UWyo sounding found
LAOAG,PH,98223,18.1831,120.5348,2/4/2026,0:00,00Z,41,37,-4,,,38,-3,36,-5,UWYO,OK,Exact 250 mb level.
TUGUEGARAO,PH,98233,17.6478,121.7584,2/4/2026,0:00,00Z,35,34,-1,,,31,-5,32,-3,UWYO,OK,Exact 250 mb level.
TANAY,PH,98433,14.5812,121.3693,2/4/2026,0:00,00Z,4,5,1,,,7,3,7,3,UWYO,OK,Exact 250 mb level.
LEGASPI,PH,98444,13.1508,123.7283,2/4/2026,0:00,00Z,12,11,-1,,,11,-1,11,-1,UWYO,OK,Exact 250 mb level.
GUIUAN,PH,98558,11.0456,125.7555,2/4/2026,0:00,00Z,16,10,-6,,,20,4,14,-2,UWYO,OK,Exact 250 mb level.
PUERTO PRINCESA,PH,98618,9.7401,118.7586,2/4/2026,0:00,00Z,23,16,-7,,,21,-2,21,-2,UWYO,OK,Exact 250 mb level.
MACTAN,PH,98646,10.3167,123.9833,2/4/2026,0:00,00Z,16,20,4,,,19,3,19,3,UWYO,OK,Exact 250 mb level.
DAVAO AIRPORT,PH,98753,7.128,125.6548,2/4/2026,0:00,00Z,23,29,6,,,23,0,21,-2,UWYO,OK,Exact 250 mb level.
HUMA,China,50353,51.717,126.65,,,,,,,,,,,,,,,
HAILAR (50527-0),China,50527,49.25,119.7,,,,,,,,,,,,,,,
NENJIANG,China,50557,49.1667,125.2333,,,,,,,,,,,,,,,
XIN BARAG YOUQI,China,50603,48.667,116.817,,,,,,,,,,,,,,,
QIQIHAR,China,50745,47.383,123.917,,,,,,,,,,,,,,,
YICHUN (50774-0),China,50774,47.7,128.8333,,,,,,,,,,,,,,,
USAF-DS3-303,China,50834,46.5,121.36,,,,,,,,,,,,,,,
CHIAMUSSU,China,50873,46.817,130.333,,,,,,,,,,,,,,,
HARBIN (50953-0),China,50953,45.9333,126.5667,,,,,,,,,,,,,,,
ALTAY,China,51076,47.7333,88.0833,,,,,,,,,,,,,,,
TACHENG,China,51133,46.733,83,,,,,,,,,,,,,,,
HOBOKSAR,China,51156,46.81,85.7489,,,,,,,,,,,,,,,
USAF-DS3-306,China,51232,45.95,82.56,,,,,,,,,,,,,,,
KARAMAY,China,51243,45.6167,84.85,,,,,,,,,,,,,,,
BAYTIK SHAN,China,51288,45.367,90.533,,,,,,,,,,,,,,,
JINGHE,China,51334,44.617,82.9,,,,,,,,,,,,,,,
QITAI,China,51379,44.017,89.567,,,,,,,,,,,,,,,
YINING,China,51431,43.95,81.3333,,,,,,,,,,,,,,,
WU LU MU QI (51463-0),China,51463,43.7833,87.65,,,,,,,,,,,,,,,
SHISANJIANFANG,China,51495,43.483,91.633,,,,,,,,,,,,,,,
TURPAN,China,51573,42.933,89.2,,,,,,,,,,,,,,,
USAF-DS3-314,China,51628,41.26,80.3,,,,,,,,,,,,,,,
KUQA,China,51644,41.7167,82.95,,,,,,,,,,,,,,,
KORLA,China,51656,41.7294,85.8186,,,,,,,,,,,,,,,
USAF-DS3-317,China,51701,40.45,75.383,,,,,,,,,,,,,,,
KASHI,China,51709,39.4833,75.75,,,,,,,,,,,,,,,
AKQI,China,51711,40.933,78.45,,,,,,,,,,,,,,,
BACHU,China,51716,39.8,78.567,,,,,,,,,,,,,,,
TIKANLIK,China,51765,40.633,87.7,,,,,,,,,,,,,,,
RUOQIANG,China,51777,39.0333,88.1667,,,,,,,,,,,,,,,
SHACHE,China,51811,38.433,77.267,,,,,,,,,,,,,,,
HOTAN,China,51828,37.1333,79.9333,,,,,,,,,,,,,,,
MINFENG,China,51839,37.0667,82.7167,,,,,,,,,,,,,,,
USAF-DS3-321,China,51848,37.93,83.65,,,,,,,,,,,,,,,
USAF-DS3-322,China,51855,38.15,85.55,,,,,,,,,,,,,,,
MANGNAI,China,51886,38.25,90.85,,,,,,,,,,,,,,,
MANGYA,China,51895,37.85,91.65,,,,,,,,,,,,,,,
HAMI,China,52203,42.8167,93.5167,,,,,,,,,,,,,,,
EJIN QI,China,52267,41.95,101.0667,,,,,,,,,,,,,,,
XING-XING-XIA,China,52313,41.7833,95.1333,,,,,,,,,,,,,,,
MAZONG SHAN,China,52323,41.8,97.0333,,,,,,,,,,,,,,,
PANG-TING-TO-TO-KAI,China,52391,41.75,103.9667,,,,,,,,,,,,,,,
DUNHUANG,China,52418,40.15,94.6833,,,,,,,,,,,,,,,
YUMENZHEN,China,52436,40.267,97.033,,,,,,,,,,,,,,,
BAYAN MOD,China,52495,40.75,104.5,,,,,,,,,,,,,,,
JIUQUAN,China,52533,39.7667,98.4833,,,,,,,,,,,,,,,
LENGHU,China,52602,38.833,93.383,,,,,,,,,,,,,,,
USAF-DS3-331,China,52657,38.183,100.25,,,,,,,,,,,,,,,
MINQIN,China,52681,38.6333,103.0833,,,,,,,,,,,,,,,
DA-QAIDAM,China,52713,37.85,95.367,,,,,,,,,,,,,,,
DELINGHA,China,52737,37.317,97.217,,,,,,,,,,,,,,,
GOLMUD,China,52818,36.4167,94.9,,,,,,,,,,,,,,,
DOULAN,China,52836,36.3,98.1,,,,,,,,,,,,,,,
USAF-DS3-336,China,52856,36.35,100.78,,,,,,,,,,,,,,,
XINING (52866-0),China,52866,36.65,101.7167,,,,,,,,,,,,,,,
LANZHOU,China,52889,36.05,103.883,,,,,,,,,,,,,,,
WUDAOLIANG,China,52908,35.217,93.083,,,,,,,,,,,,,,,
YU ZHONG,China,52983,35.8667,104.15,,,,,,,,,,,,,,,
ERENHOT,China,53068,43.65,112,,,,,,,,,,,,,,,
NARAN BULAG,China,53083,44.617,114.15,,,,,,,,,,,,,,,
HAILS,China,53231,41.45,106.383,,,,,,,,,,,,,,,
JURH,China,53276,42.4,112.9,,,,,,,,,,,,,,,
HALIUT,China,53336,41.5667,108.5167,,,,,,,,,,,,,,,
XAMBA,China,53420,40.97,107.17,,,,,,,,,,,,,,,
HOHHOT,China,53463,40.85,111.5667,,,,,,,,,,,,,,,
DATONG,China,53487,40.1,113.333,,,,,,,,,,,,,,,
JARTAI,China,53502,39.783,105.75,,,,,,,,,,,,,,,
LINHE,China,53513,40.7333,107.3667,,,,,,,,,,,,,,,
OTOG QI,China,53529,39.1,107.983,,,,,,,,,,,,,,,
DONGSHENG,China,53543,39.8333,109.9833,,,,,,,,,,,,,,,
CHASAKOCHI,China,53546,39.283,109.75,,,,,,,,,,,,,,,
HEQU,China,53564,39.383,111.15,,,,,,,,,,,,,,,
YINCHUAN,China,53614,38.4667,106.2,,,,,,,,,,,,,,,
TAIYUAN (53772-0),China,53772,37.6167,112.5833,,,,,,,,,,,,,,,
XINGTAI,China,53798,37.1808,114.3589,,,,,,,,,,,,,,,
USAF-DS3-344,China,53821,36.767,107.2,,,,,,,,,,,,,,,
YAN AN,China,53845,36.5667,109.45,,,,,,,,,,,,,,,
USAF-DS3-345,China,53853,36.7,110.933,,,,,,,,,,,,,,,
ANYANG,China,53898,36.05,114.4,,,,,,,,,,,,,,,
PINGLIANG,China,53915,35.5333,106.6667,,,,,,,,,,,,,,,
USAF-DS3-346,China,53942,35.75,109.417,,,,,,,,,,,,,,,
XI UJIMQIN QI,China,54012,44.583,117.6,,,,,,,,,,,,,,,
LINDONG,China,54027,43.983,119.4,,,,,,,,,,,,,,,
MUDANJIANG,China,54094,44.567,129.6,,,,,,,,,,,,,,,
XILIN HOT,China,54102,43.95,116.1167,,,,,,,,,,,,,,,
LINXI,China,54115,43.6,118.067,,,,,,,,,,,,,,,
TONGLIAO,China,54135,43.66,122.35,,,,,,,,,,,,,,,
CHANGCHUN,China,54161,43.9,125.2167,,,,,,,,,,,,,,,
CHIFENG (54218-0),China,54218,42.3,118.8333,,,,,,,,,,,,,,,
USAF-DS3-352,China,54237,42,121.667,,,,,,,,,,,,,,,
YANJI,China,54292,42.8667,129.5,,,,,,,,,,,,,,,
JINZHOU,China,54337,41.117,121.067,,,,,,,,,,,,,,,
AN SHAN,China,54339,41.1167,122.95,,,,,,,,,,,,,,,
SHENYANG,China,54340,41.543,123.61,,,,,,,,,,,,,,,
LINJIANG,China,54374,41.8,126.8833,,,,,,,,,,,,,,,
ZHANGJIAKOU,China,54401,40.7833,114.8833,,,,,,,,,,,,,,,
CHENGDE,China,54423,40.967,117.917,,,,,,,,,,,,,,,
DANDONG,China,54497,40.083,124.333,,,,,,,,,,,,,,,
